,reasons,time_occured,time_reported,comments,incident_address
975,Pd Accident,08:36:48 10/15/22 - 08:38:30 10/15/22,08:36:48,  PD Accident.,OAKCREST RD; V LANSING ITHACA NY 14850
976,Animal Problem,08:17:57 10/15/22 - 08:18:58 10/15/22,08:17:57,  Animal problem,RIDGE RD & BRICKYARD RD; T LANSING LANSING NY 14882
977,Alarm Police,06:57:32 10/15/22 - 06:58:23 10/15/22,06:57:32,  Alarm.,DANBY RD; T ITHACA ITHACA NY 14850
978,Traffic Cmplnt,06:34:57 10/15/22 - 06:35:30 10/15/22,06:34:57,  Traffic complaint,WILSON RD & BRICKYARD RD; T LANSING LANSING NY 14882
979,Traffic Offense,06:04:41 10/15/22 - 06:04:41 10/15/22,06:04:41,  Traffic stop,RIDGE RD; LANSING HIGH SCHOOL; T LANSING LANSING NY 14882
980,Property Check,05:40:04 10/15/22 - 05:40:04 10/15/22,05:40:04,  Property Check,LANSING PARK RD; MYERS PARK; T LANSING LANSING NY 14882
981,Pd Accident,05:24:25 10/15/22 - 05:32:22 10/15/22,05:24:25,  PD Accident,LANSING STATION RD; T LANSING LANSING NY 14882
982,Property Check,04:57:39 10/15/22 - 04:57:39 10/15/22,04:57:39,  Property check.,W LAKE RD; DRYDEN LAKE; T DRYDEN DRYDEN NY 13053
983,Harassment,03:59:39 10/15/22 - 04:02:15 10/15/22,03:59:39,  Harassment Complaint.,SHEFFIELD RD; T ITHACA; T ENFIELD ITHACA NY 14850
984,Traffic Offense,02:04:10 10/15/22 - 02:04:10 10/15/22,02:04:10,  Traffic Stop,WATERWAGON RD & EAST SHORE DR; T LANSING ITHACA NY 14850
985,Traffic Offense,02:04:10 10/15/22 - 02:04:10 10/15/22,02:04:10,  Traffic Stop,WATERWAGON RD & EAST SHORE DR; T LANSING ITHACA NY 14850
986,Alarm Police,01:15:38 10/15/22 - 01:18:46 10/15/22,01:15:38,  Alarm.,CATHERWOOD RD UNIT H-02; DICKS; V LANSING ITHACA NY 14850
987,Crim Mischief,01:10:22 10/15/22 - 01:13:45 10/15/22,01:10:22,  Criminal Mischief.,MECKLENBURG RD; T ENFIELD ITHACA NY 14850
988,Crim Mischief,01:10:22 10/15/22 - 01:13:45 10/15/22,01:10:22,  Criminal Mischief.,MECKLENBURG RD; T ENFIELD ITHACA NY 14850
989,Property Check,01:05:23 10/15/22 - 01:05:23 10/15/22,01:05:23,  Property Check.,BENJAMIN HILL RD; T NEWFIELD NEWFIELD NY 14867
990,Noise Cmplnt,00:45:35 10/15/22 - 00:46:33 10/15/22,00:45:35,  Noise complaint.,HARBOR CIR; T DRYDEN ITHACA NY 14850
991,Property Check,00:44:00 10/15/22 - 00:44:00 10/15/22,00:44:00,  Property Check.,DANBY RD; DANBY TOWN HALL; T DANBY ITHACA NY 14850
992,Traffic Offense,00:34:33 10/15/22 - 00:34:33 10/15/22,00:34:33,  Deputy assisted GPD,W GROTON RD & SPRING ST EXT; T GROTON GROTON NY 13073
993,Special Detail,00:32:09 10/15/22 - 00:32:09 10/15/22,00:32:09,  Special Detail,W GROTON RD; T GROTON GROTON NY 13073
994,Special Detail,00:17:08 10/15/22 - 00:17:08 10/15/22,00:17:08,  Special Detail.,LANSINGVILLE RD; T LANSING LANSING NY 14882
995,Assist,23:37:38 10/14/22 - 23:42:27 10/14/22,23:37:38,  Assist,LANSINGVILLE RD; T LANSING LANSING NY 14882
996,Local Law,23:34:18 10/14/22 - 23:36:24 10/14/22,23:34:18,  Local Law Complaint.,DEPUTRON HOLLOW RD; T DANBY BROOKTONDALE NY 14817
997,Traffic Offense,22:28:00 10/14/22 - 22:28:00 10/14/22,22:28:00,  Traffic stop.,DRYDEN RD & RINGWOOD RD; T DRYDEN FREEVILLE NY 13068
998,Traffic Offense,21:42:49 10/14/22 - 21:42:49 10/14/22,21:42:49,  Traffic offense for moving violations.,EAST SHORE DR; ROGUES HARBOR; T LANSING LANSING NY 14882
999,Alarm Police,20:25:16 10/14/22 - 20:27:44 10/14/22,20:25:16,  Police Alarm.,AUBURN RD; T LANSING LANSING NY 14882
1000,Civil Cmplnt,20:15:13 10/14/22 - 20:16:15 10/14/22,20:15:13,  TCSO initiated a civil complaint.,SNYDER HILL RD; T DRYDEN ITHACA NY 14850
1001,Dispute,19:53:17 10/14/22 - 19:54:22 10/14/22,19:53:17,  Deputy responded to a domestic.,STEVENS RD # B4; T GROTON FREEVILLE NY 13068
1002,Animal Problem,19:13:40 10/14/22 - 19:16:48 10/14/22,19:13:40,  Unable to locate.,W DANBY RD; NEWFIELD CONVENIENCE; T NEWFIELD NEWFIELD NY 14867
1003,Missing Person,19:10:47 10/14/22 - 19:15:45 10/14/22,19:10:47,  TCSO responded to a missing person.,JOHN ST; T ITHACA ITHACA NY 14850
1004,Dispute,18:33:32 10/14/22 - 18:35:00 10/14/22,18:33:32,  Noise complaint.,VILLAGE CIR; 117 VILLAGE SOLARS; T LANSING ITHACA NY 14850
1005,Pd Accident,18:18:52 10/14/22 - 18:20:12 10/14/22,18:18:52,  Property damage accident.,DANBY RD; T ITHACA ITHACA NY 14850
1006,Assist,18:07:43 10/14/22 - 18:12:52 10/14/22,18:07:11,  TCSO responded to an assist.,BILLS WAY; T DRYDEN FREEVILLE NY 13068
1007,Pd Accident,18:04:45 10/14/22 - 18:06:41 10/14/22,18:04:44,  Property Damage Accident.,STATE ROUTE 227; T ULYSSES TRUMANSBURG NY 14886
1008,Pi Accident,18:04:24 10/14/22 - 18:05:52 10/14/22,18:04:24,  Assist Bangs ambulance.,RICE RD; T ULYSSES TRUMANSBURG NY 14886
1009,Welfare Check,17:59:27 10/14/22 - 18:09:55 10/14/22,17:59:27,  Welfare Check.,WEST HILL CIR UNIT 3; OVERLOOK; T ITHACA ITHACA NY 14850
1010,Overdose,17:23:15 10/14/22 - 17:25:51 10/14/22,17:23:15,  Assist Other Agency With Overdose.,CURRY RD; T ULYSSES TRUMANSBURG NY 14886
1011,Overdose,17:23:15 10/14/22 - 17:25:51 10/14/22,17:23:15,  Assist Other Agency With Overdose.,CURRY RD; T ULYSSES TRUMANSBURG NY 14886
1012,Suspicious,17:17:20 10/14/22 - 17:18:28 10/14/22,17:17:20,  Suspicious Person.,WEST HILL CIR UNIT 1; OVERLOOK; T ITHACA ITHACA NY 14850
1013,Traffic Offense,17:03:28 10/14/22 - 17:03:28 10/14/22,17:03:28,  Traffic stop.,STATE ROUTE 13 N; ROUTE 13 AT ITHACA HIGH BALL FIELD ITHACA NY 14850
1014,Harassment,16:54:15 10/14/22 - 16:58:24 10/14/22,16:54:15,  TCSO responded to a harassment.,SHELDON RD; T DRYDEN FREEVILLE NY 13068
1015,Traffic Cmplnt,16:33:27 10/14/22 - 16:36:05 10/14/22,16:33:27,  Traffic Complaint.,HARRIS B DATES DR # HOSP; CAYUGA MEDICAL CENTER; T ITHAC ITHACA NY 14850
1016,Domestic,15:48:57 10/14/22 - 15:54:56 10/14/22,15:48:57,  Reported domestic.,BELLA VISTA DR; LONGVIEW; T ITHACA ITHACA NY 14850
1017,Welfare Check,15:41:17 10/14/22 - 15:46:20 10/14/22,15:41:17,  Welfare Check.,WARD BLVD E; NEWFIELD ESTATES MOBILE HOME PARK; T NEWFIE NEWFIELD NY 14867
1018,Suspicious,15:38:17 10/14/22 - 15:39:58 10/14/22,15:38:17,  Suspicious Circumstance.,ENFIELD FALLS RD; ROBERT TREMAN PARK; T ITHACA ITHACA NY 14850
1019,Domestic,13:40:56 10/14/22 - 13:47:19 10/14/22,13:40:56,  Domestic verbal.,DRYDEN RD; TOMPKINS COUNTY FLORA; T DRYDEN FREEVILLE NY 13068
1020,Traffic Offense,13:33:23 10/14/22 - 13:33:23 10/14/22,13:33:23,  Traffic Offense.,BALD HILL RD & DANBY RD; T DANBY ITHACA NY 14850
1021,Assist,12:33:42 10/14/22 - 12:35:03 10/14/22,12:33:42,  Deputies assisted a citizen.,MINEAH RD; T DRYDEN FREEVILLE NY 13068
1022,Unclassified,12:18:13 10/14/22 - 12:19:39 10/14/22,12:18:13, ,N TRIPHAMMER RD SUITE 17; BIG LOTS; V LANSING ITHACA NY 14850
1023,Trespassing,11:55:35 10/14/22 - 11:57:15 10/14/22,11:55:34,  Trespassing.,ELLIS HOLLOW RD; CFCU EASTHILL; T ITHACA ITHACA NY 14850
1024,Trespassing,11:55:35 10/14/22 - 11:57:15 10/14/22,11:55:34,  Trespassing.,ELLIS HOLLOW RD; CFCU EASTHILL; T ITHACA ITHACA NY 14850
1025,Assist,11:21:51 10/14/22 - 11:24:30 10/14/22,11:21:51,  Assist,SHELDON RD; T DRYDEN FREEVILLE NY 13068
1026,Traffic Cmplnt,10:46:35 10/14/22 - 10:47:18 10/14/22,10:46:35,  Traffic Complaint.,MECKLENBURG RD & BLACK OAK RD; T ENFIELD TRUMANSBURG NY 14886
1027,Assist,10:42:53 10/14/22 - 10:47:06 10/14/22,10:42:53,  Assist.,BELL LN; T DRYDEN FREEVILLE NY 13068
1028,Information,10:18:09 10/14/22 - 10:18:49 10/14/22,10:18:09,  Informational,WARREN RD; TOMPKINS COUNTY SHERIFF; V LANSING ITHACA NY 14850
1029,Traffic Offense,10:11:59 10/14/22 - 10:11:59 10/14/22,10:11:59,  Traffic Offense.,ELMIRA RD & E BUTTERMILK FALLS RD; T ITHACA ITHACA NY 14850
1030,Civil Cmplnt,09:37:12 10/14/22 - 09:37:12 10/14/22,09:37:14,  Civil Complaint,MIDLINE RD; J AND S MOBILE HOME PARK; T DRYDEN FREEVILLE NY 13068
1031,Psychiatric,09:31:30 10/14/22 - 09:32:57 10/14/22,09:31:30,  Psychiatric,WARREN RD BUILDING E; BOCES SMITH BLDG; T ITHACA ITHACA NY 14850
1032,Civil Cmplnt,08:52:11 10/14/22 - 08:55:01 10/14/22,08:52:11,  Civil complaint,WARREN RD APARTMENT 232E; NORTH WOOD APTS; V LANSING ITHACA NY 14850
1033,Traffic Offense,08:42:03 10/14/22 - 08:42:03 10/14/22,08:42:03,  Traffic Stop,FALL CREEK RD; V FREEVILLE; T DRYDEN FREEVILLE NY 13068
1034,Traffic Offense,08:31:14 10/14/22 - 08:31:14 10/14/22,08:31:14,  Traffic stop,MAIN ST; FREEVILLE ELEMENTARY SCHOOL; V FREEVILLE FREEVILLE NY 13068
1035,Special Detail,08:24:44 10/14/22 - 08:24:44 10/14/22,08:24:44,  Special Detail.,FREEVILLE RD # HS; DRYDEN HIGH SCHOOL; T DRYDEN DRYDEN NY 13053
1036,Animal Problem,07:49:32 10/14/22 - 07:50:43 10/14/22,07:49:32,  Animal Problem.,LEISURE LN; T DRYDEN FREEVILLE NY 13068
1037,Pi Accident,07:48:50 10/14/22 - 07:50:42 10/14/22,07:48:50,  PD accident.,TRUMANSBURG RD SUITE H; BUTTERMILK FALLS PEDIATRICS; T ITHACA NY 14850
1038,Special Detail,07:41:29 10/14/22 - 07:41:29 10/14/22,07:41:29,  Special detail,RIDGE RD; RC BUCKLEY ELEMENTARY SCHOOL; T LANSING LANSING NY 14882
1039,Special Detail,07:36:12 10/14/22 - 07:36:12 10/14/22,07:36:12,"  School Detail. Traffic, Public Relations",MAIN ST; FREEVILLE ELEMENTARY SCHOOL; V FREEVILLE FREEVILLE NY 13068
1040,Property Check,07:26:43 10/14/22 - 07:26:43 10/14/22,07:26:43,  Deputies conducted a property check.,WARREN RD; TOMPKINS COUNTY SHERIFF; V LANSING ITHACA NY 14850
1041,Domestic,07:15:12 10/14/22 - 07:16:36 10/14/22,07:15:12,  Domestic.,WOOD RD; T DRYDEN FREEVILLE NY 13068
1042,Alarm Police,06:58:22 10/14/22 - 06:59:15 10/14/22,06:58:22, ,ESTATES DR; T LANSING ITHACA NY 14850
1043,Police alarm,06:14:12 10/14/22 - 06:16:29 10/14/22,06:14:12, ,BROWN RD; TOMPKINS COUNTY HEALTH DEPARTMENT; V LANSING ITHACA NY 14850
1044,Property Check,06:13:39 10/14/22 - 06:13:39 10/14/22,06:13:39,  Property Check.,DANBY RD; DANBY TOWN HALL; T DANBY ITHACA NY 14850
1045,Property Check,06:01:30 10/14/22 - 06:01:30 10/14/22,06:01:30,  Property check,BRICKYARD RD; LANSING METHODIST CHURCH; T LANSING LANSING NY 14882
1046,Property Check,05:54:08 10/14/22 - 05:54:08 10/14/22,05:54:08,  Property Check.,MAIN ST; NEWFIELD TOWN HALL; T NEWFIELD NEWFIELD NY 14867
1047,Alarm Police,05:13:04 10/14/22 - 05:15:39 10/14/22,05:13:04,  Police alarm,CATHERWOOD RD; SHOPS AT ITHACA MALL; V LANSING ITHACA NY 14850
1048,Pd Accident,04:37:58 10/14/22 - 04:39:28 10/14/22,04:37:58,  PD Accident,HILLCREST RD & WARREN DR; T LANSING ITHACA NY 14850
1049,Pi Accident,03:28:59 10/14/22 - 03:30:59 10/14/22,03:28:59,  PI Accident.,SHEFFIELD RD; UNITY HOUSE; T ENFIELD ITHACA NY 14850
1050,Domestic,02:54:08 10/14/22 - 03:03:59 10/14/22,02:54:08,  Assault.,SHELDON RD; T DRYDEN FREEVILLE NY 13068
1051,Domestic,02:54:08 10/14/22 - 03:03:59 10/14/22,02:54:08,  Assault.,SHELDON RD; T DRYDEN FREEVILLE NY 13068
1052,Domestic,02:54:08 10/14/22 - 03:03:59 10/14/22,02:54:08,  Assault.,SHELDON RD; T DRYDEN FREEVILLE NY 13068
1053,Domestic,02:54:08 10/14/22 - 03:03:59 10/14/22,02:54:08,  Assault.,SHELDON RD; T DRYDEN FREEVILLE NY 13068
1054,Traffic Offense,02:53:32 10/14/22 - 02:53:32 10/14/22,02:53:32,  Traffic Stop,DRYDEN RD & YELLOW BARN RD; T DRYDEN FREEVILLE NY 13068
1055,Psychiatric,02:47:29 10/14/22 - 02:50:34 10/14/22,02:47:29,  Cancelled En Route.,STATE ROUTE 227; CAYUGA ADDICTION RECOVERY; T ULYSSES TRUMANSBURG NY 14886
1056,Alarm Police,02:37:16 10/14/22 - 02:38:44 10/14/22,02:37:16,  Alarm,DRYDEN RD; MIRABITO; T DRYDEN ITHACA NY 14850
1057,Traffic Offense,01:38:21 10/14/22 - 01:38:21 10/14/22,01:38:21,  Traffic Stop,CORTLAND RD & BAHAR DR; T DRYDEN DRYDEN NY 13053
1058,Alarm Police,01:24:11 10/14/22 - 01:25:54 10/14/22,01:24:11,  Police Alarm.,CATHERWOOD RD UNIT H-02; DICKS; V LANSING ITHACA NY 14850
1059,Property Check,01:20:20 10/14/22 - 01:20:20 10/14/22,01:20:20,  Property check. RPS/1234,PERUVILLE RD; NEW TESTAMENT CHURCH PERUVILLE; T GROTON GROTON NY 13073
1060,Traffic Cmplnt,00:39:37 10/14/22 - 00:40:54 10/14/22,00:39:37,  Traffic complaint,DRYDEN RD & BAKER HILL RD; T DRYDEN ITHACA NY 14850
1061,Warrant,00:00:06 10/14/22 - 00:00:06 10/14/22,00:00:08,  Warrant.,WARREN RD; TOMPKINS COUNTY SHERIFF; V LANSING ITHACA NY 14850
1062,Suspicious,23:34:01 10/13/22 - 23:37:50 10/13/22,23:34:01,  Suspicious Condition,KIRK RD; CONGERS MOBILE HOME PARK; T DRYDEN FREEVILLE NY 13068
1063,Alarm Police,23:24:03 10/13/22 - 23:37:34 10/13/22,23:24:03,  Police Alarm.,DRYDEN RD; MIRABITO; T DRYDEN ITHACA NY 14850
1064,Domestic,23:06:37 10/13/22 - 23:07:32 10/13/22,23:06:37,  Assist other agency.,W SENECA RD LOT 111; AUBLES MOBILE HOME PARK TBURG; TRU TRUMANSBURG NY 14886
1065,Domestic,23:06:37 10/13/22 - 23:07:32 10/13/22,23:06:37,  Assist other agency.,W SENECA RD LOT 111; AUBLES MOBILE HOME PARK TBURG; TRU TRUMANSBURG NY 14886
1066,Missing Person,21:36:52 10/13/22 - 21:39:19 10/13/22,21:36:52, ,HARRIS B DATES DR; T ITHACA ITHACA NY 14850
1067,Missing Person,21:36:52 10/13/22 - 21:39:19 10/13/22,21:36:52, ,HARRIS B DATES DR; T ITHACA ITHACA NY 14850
1068,Domestic,21:35:03 10/13/22 - 21:58:42 10/13/22,21:35:03,  Domestic.,SHELDON RD; T DRYDEN FREEVILLE NY 13068
1069,Domestic,21:35:03 10/13/22 - 21:58:42 10/13/22,21:35:03,  Domestic.,SHELDON RD; T DRYDEN FREEVILLE NY 13068
1070,Dispute,21:28:24 10/13/22 - 21:30:31 10/13/22,21:28:24,  Dispute.,N TRIPHAMMER RD; MOBIL; V LANSING ITHACA NY 14850
1071,Theft,21:09:44 10/13/22 - 21:11:21 10/13/22,21:09:44,  Theft complaint.,DEER RUN RD; T NEWFIELD NEWFIELD NY 14867
1072,Welfare Check,20:40:03 10/13/22 - 20:42:23 10/13/22,20:40:03,  Welfare Check.,CURRY RD; T ULYSSES TRUMANSBURG NY 14886
1073,Assist,20:36:14 10/13/22 - 20:36:33 10/13/22,20:36:14,  Deputy assisted bangs ambulance.,W DANBY RD & ELMIRA RD; T ITHACA NEWFIELD NY 14867
1074,Pd Accident,19:45:18 10/13/22 - 19:47:46 10/13/22,19:45:18,  PD accident.,LIVERMORE RD; T DRYDEN DRYDEN NY 13053
1075,Pd Accident,19:05:13 10/13/22 - 19:06:36 10/13/22,19:05:13,  Property Damage Accident.,STATE ROUTE 227; T ULYSSES TRUMANSBURG NY 14886
1076,Suspicious,18:44:08 10/13/22 - 18:46:08 10/13/22,18:44:08,  Suspicious complaint.,VALLEY RD; BROOKTONDALE FIRE STATION; T CAROLINE BROOKTONDALE NY 14817
1077,Property Check,18:06:37 10/13/22 - 18:07:16 10/13/22,18:06:37,  Property check.,SHAFFER RD; T NEWFIELD NEWFIELD NY 14867
1078,Welfare Check,17:50:10 10/13/22 - 17:51:44 10/13/22,17:50:10,  Welfare check.,SCOFIELD RD; T DRYDEN; T LANSING FREEVILLE NY 13068
1079,Alarm Police,17:18:18 10/13/22 - 17:19:20 10/13/22,17:18:18,  Police Alarm.,MECKLENBURG RD; T ITHACA ITHACA NY 14850
1080,Traffic Cmplnt,16:59:31 10/13/22 - 17:02:01 10/13/22,16:59:30,  Traffic complaint.,WEST DRYDEN RD; T DRYDEN FREEVILLE NY 13068
1081,Assist,16:36:38 10/13/22 - 16:38:32 10/13/22,16:36:38,  Assist other Agency.,ROBINS WAY APARTMENT 6; MILTON MEADOWS; T LANSING LANSING NY 14882
1082,Harassment,16:34:07 10/13/22 - 16:39:11 10/13/22,16:33:39, ,LAKE ST APARTMENT C1; FALL HAVEN APTS; C ITHACA ITHACA NY 14850
1083,Pi Accident,16:08:37 10/13/22 - 16:10:10 10/13/22,16:08:37,  PI accident.,SLATERVILLE RD # SANC; BETHEL GROVE CHURCH; T DRYDEN ITHACA NY 14850
1084,Property Check,14:53:14 10/13/22 - 14:53:14 10/13/22,14:53:14,  Property check,HANSHAW RD; T DRYDEN ITHACA NY 14850
1085,Transport,14:23:16 10/13/22 - 14:23:48 10/13/22,14:23:16,  TCSO Transported an inmate.,N TIOGA ST; TOMPKINS COUNTY COURTHOUSE; C ITHACA ITHACA NY 14850
1086,Traffic Offense,14:08:44 10/13/22 - 14:08:44 10/13/22,14:08:44,  TCSO initiated a Traffic Stop.,EAST SHORE DR & BURDICK HILL RD; V LANSING ITHACA NY 14850
1087,Assist,13:49:45 10/13/22 - 13:50:50 10/13/22,13:49:45,  Walk in complaint.,WARREN RD; TOMPKINS COUNTY SHERIFF; V LANSING ITHACA NY 14850
1088,Transport,13:41:28 10/13/22 - 13:41:52 10/13/22,13:41:28,  Transport.,N TIOGA ST; TOMPKINS COUNTY COURTHOUSE; C ITHACA ITHACA NY 14850
1089,Pi Accident,13:31:35 10/13/22 - 13:34:48 10/13/22,13:31:35,  Personal Injury Accident.,NEWFIELD DEPOT RD; THE TERRACE MOBILE HOME PARK; T NEWFIE NEWFIELD NY 14867
1090,Traffic Offense,13:16:33 10/13/22 - 13:16:33 10/13/22,13:16:33,  Traffic stop.,W DANBY RD & BROWN RD; T NEWFIELD NEWFIELD NY 14867
1091,Traffic Offense,13:16:33 10/13/22 - 13:16:33 10/13/22,13:16:33,  Traffic stop.,W DANBY RD & BROWN RD; T NEWFIELD NEWFIELD NY 14867
1092,Traffic Offense,13:16:33 10/13/22 - 13:16:33 10/13/22,13:16:33,  Traffic stop.,W DANBY RD & BROWN RD; T NEWFIELD NEWFIELD NY 14867
1093,Assist,12:55:05 10/13/22 - 12:56:27 10/13/22,12:55:05,  TCSO Assisted a Citizen.,LANSING PARK RD; MYERS PARK; T LANSING LANSING NY 14882
1094,Special Detail,12:49:55 10/13/22 - 12:49:55 10/13/22,12:49:55,  Special Detail.,SLATERVILLE RD; CAROLINE ELEMENTARY SCHOOL; T CAROLINE SLATERVILLE SPR NY 14881
1095,Traffic Offense,12:22:53 10/13/22 - 12:22:53 10/13/22,12:22:53, ,W DANBY RD & BROWN RD; T NEWFIELD NEWFIELD NY 14867
1096,Traffic stop.,12:19:53 10/13/22 - 12:20:48 10/13/22,12:19:53, ,POOLE CIR; VALLEY MANOR MOBILE HOME PARK; T NEWFIELD NEWFIELD NY 14867
1097,Traffic Offense,11:45:59 10/13/22 - 11:45:59 10/13/22,11:45:59,  Traffic stop.,DEPOT WAY; VALLEY MANOR MOBILE HOME PARK; T NEWFIELD NEWFIELD NY 14867
1098,Theft,11:17:33 10/13/22 - 11:18:49 10/13/22,11:17:33,  Theft.,DANBY RD; MIRABITO; T ITHACA ITHACA NY 14850
1099,Theft,11:17:33 10/13/22 - 11:18:49 10/13/22,11:17:33,  Theft.,DANBY RD; MIRABITO; T ITHACA ITHACA NY 14850
1100,Civil Cmplnt,09:48:25 10/13/22 - 09:48:25 10/13/22,09:48:25,  Civil Complaint,GERMAN CROSS RD # 2B; T DRYDEN ITHACA NY 14850
1101,Welfare Check,09:38:11 10/13/22 - 09:40:10 10/13/22,09:38:11,  TCSO responded to a Check the Welfare.,LUDLOWVILLE RD; T LANSING LANSING NY 14882
1102,Special Detail,09:02:33 10/13/22 - 09:02:33 10/13/22,09:02:33,  Special Detail.,FREEVILLE RD # MID SCH; DRYDEN MIDDLE SCHOOL; T DRYDEN DRYDEN NY 13053
1103,Special Detail,08:56:32 10/13/22 - 08:56:32 10/13/22,08:56:32,  Special Detail.,MAIN ST; FREEVILLE ELEMENTARY SCHOOL; V FREEVILLE FREEVILLE NY 13068
1104,Dispute,08:30:52 10/13/22 - 08:32:35 10/13/22,08:30:52,  Domestic.,WEST HILL CIR UNIT 1; OVERLOOK; T ITHACA ITHACA NY 14850
1105,Dispute,08:30:52 10/13/22 - 08:32:35 10/13/22,08:30:52,  Domestic.,WEST HILL CIR UNIT 1; OVERLOOK; T ITHACA ITHACA NY 14850
1106,Dispute,08:30:52 10/13/22 - 08:32:35 10/13/22,08:30:52,  Domestic.,WEST HILL CIR UNIT 1; OVERLOOK; T ITHACA ITHACA NY 14850
1107,Dispute,08:30:52 10/13/22 - 08:32:35 10/13/22,08:30:52,  Domestic.,WEST HILL CIR UNIT 1; OVERLOOK; T ITHACA ITHACA NY 14850
1108,Dispute,08:30:52 10/13/22 - 08:32:35 10/13/22,08:30:52,  Domestic.,WEST HILL CIR UNIT 1; OVERLOOK; T ITHACA ITHACA NY 14850
1109,Dispute,08:30:52 10/13/22 - 08:32:35 10/13/22,08:30:52,  Domestic.,WEST HILL CIR UNIT 1; OVERLOOK; T ITHACA ITHACA NY 14850
1110,Dispute,08:30:52 10/13/22 - 08:32:35 10/13/22,08:30:52,  Domestic.,WEST HILL CIR UNIT 1; OVERLOOK; T ITHACA ITHACA NY 14850
1111,Dispute,08:30:52 10/13/22 - 08:32:35 10/13/22,08:30:52,  Domestic.,WEST HILL CIR UNIT 1; OVERLOOK; T ITHACA ITHACA NY 14850
1112,Pi Accident,07:54:57 10/13/22 - 07:57:18 10/13/22,07:54:56,  Personal Injury Accident.,WEST DRYDEN RD; T DRYDEN FREEVILLE NY 13068
1113,Structure Fire,07:32:46 10/13/22 - 07:34:25 10/13/22,07:32:46,  Assist.,NOB HL; MEADOWBROOK MOBILE HOME PARK; T NEWFIELD NEWFIELD NY 14867
1114,Domestic,07:30:11 10/13/22 - 07:31:17 10/13/22,07:30:11,  TCSO responded to a reported verbal Domestic.,MAIN ST; LANES STARTER AND ALTERNATOR; V GROTON GROTON NY 13073
1115,Domestic,02:44:54 10/13/22 - 02:46:47 10/13/22,02:44:54,  Domestic,ARMSTRONG RD UNIT A; T LANSING LANSING NY 14882
1116,Domestic,01:35:52 10/13/22 - 01:39:16 10/13/22,01:35:52,  Domestic.,TRUMBULLS CORNERS RD; T NEWFIELD NEWFIELD NY 14867
1117,Property Check,01:29:20 10/13/22 - 01:29:20 10/13/22,01:29:20,  Property Check,PERUVILLE RD; T DRYDEN GROTON NY 13073
1118,Traffic Offense,00:55:56 10/13/22 - 00:55:56 10/13/22,00:55:56,  Deputy conducted a traffic stop.,ELMIRA RD & MAIN ST; T NEWFIELD NEWFIELD NY 14867
1119,Property Check,00:35:47 10/13/22 - 00:35:47 10/13/22,00:35:47,  Property Check,SEARLES RD; T LANSING GROTON NY 13073
1120,Property Check,00:12:10 10/13/22 - 00:12:10 10/13/22,00:12:10,  Property Check,N TRIPHAMMER RD SUITE C; ITHACA REFORM TEMPLE TIKKUN VO ITHACA NY 14850
1121,Theft,21:54:33 10/12/22 - 21:57:20 10/12/22,21:54:33,  TCSO responded to a theft.,DANBY RD; MIRABITO; T ITHACA ITHACA NY 14850
1122,Property Check,20:36:38 10/12/22 - 20:36:38 10/12/22,20:36:38,  Property Check.,SEARLES RD; T LANSING GROTON NY 13073
1123,Suspicious,19:25:39 10/12/22 - 19:26:45 10/12/22,19:25:27,  Suspicious complaint.,N TRIPHAMMER RD; T LANSING LANSING NY 14882
1124,Disorderly Cond,19:08:57 10/12/22 - 19:12:29 10/12/22,19:08:57,  Disorderly Conduct,DOUGLAS RD & BISHOP RD; T NEWFIELD NEWFIELD NY 14867
1125,Disorderly Cond,19:08:57 10/12/22 - 19:12:29 10/12/22,19:08:57,  Disorderly Conduct,DOUGLAS RD & BISHOP RD; T NEWFIELD NEWFIELD NY 14867
1126,Disorderly Cond,19:08:57 10/12/22 - 19:12:29 10/12/22,19:08:57,  Disorderly Conduct,DOUGLAS RD & BISHOP RD; T NEWFIELD NEWFIELD NY 14867
1127,Property Check,18:34:27 10/12/22 - 18:34:27 10/12/22,18:34:27,  TCSO conducted a Property Check.,W LAKE RD; DRYDEN LAKE; T DRYDEN DRYDEN NY 13053
1128,Pd Accident,17:40:41 10/12/22 - 17:42:41 10/12/22,17:40:41,  Property Damage Accident,TRUMANSBURG RD; T ITHACA ITHACA NY 14850
1129,Theft,17:33:22 10/12/22 - 17:34:20 10/12/22,17:33:22,  Assist Trumansburg PD,WHIG ST; TRUMANSBURG CENTRAL SCHOOL DISTRICT; TRUMANSBUR TRUMANSBURG NY 14886
1130,Traffic Offense,16:36:27 10/12/22 - 16:36:27 10/12/22,16:36:27,  Traffic Offense,S APPLEGATE RD & MECKLENBURG RD; T ENFIELD ITHACA NY 14850
1131,Trespassing,15:14:56 10/12/22 - 15:16:11 10/12/22,15:14:56,  Trespass Complaint.,N TRIPHAMMER RD; ECONO LODGE ITHACA; V LANSING ITHACA NY 14850
1132,Trespassing,15:14:56 10/12/22 - 15:16:11 10/12/22,15:14:56,  Trespass Complaint.,N TRIPHAMMER RD; ECONO LODGE ITHACA; V LANSING ITHACA NY 14850
1133,Property Cmplnt,14:52:43 10/12/22 - 14:53:32 10/12/22,14:52:43,  Property complaint,ELLIS HOLLOW RD; T DRYDEN ITHACA NY 14850
1134,Sex Offense,14:41:33 10/12/22 - 14:41:33 10/12/22,14:41:33,  Reported sex offense.,CODDINGTON RD; T DANBY ITHACA NY 14850
