,reasons,time_occured,time_reported,comments,incident_address,lat,long,time_started,time_ended,reasons_processed,month,hour,time_processed,seconds_since
3699,Traffic Offense,13:36:07 07/08/22 - 13:36:07 07/08/22,13:36:07,  Traffic stop.,EAST SHORE DR & BURDICK HILL RD; V LANSING ITHACA NY 14850,42.4978646,-76.5097833,2022-07-08 13:36:07,2022-07-08 13:36:07,Traffic Offense,7,13,13:36:07,48967
3700,Traffic Offense,13:47:06 07/08/22 - 13:47:06 07/08/22,13:47:06,  Traffic stop.,AUBURN RD & BUCK RD; T LANSING GROTON NY 13073,42.55676709999999,-76.493909,2022-07-08 13:47:06,2022-07-08 13:47:06,Traffic Offense,7,13,13:47:06,49626
3701,Traffic Offense,16:18:31 07/08/22 - 16:18:31 07/08/22,16:18:31,  Traffic stop.,CURRY RD & SEARSBURG RD; T ULYSSES TRUMANSBURG NY 14886,42.5368477,-76.6847398,2022-07-08 16:18:31,2022-07-08 16:18:31,Traffic Offense,7,16,16:18:31,58711
3702,Traffic Offense,17:14:53 07/08/22 - 17:14:53 07/08/22,17:14:53,  Traffic stop.,E MAIN ST; COLONIAL LAUNDROMAT; TRUMANSBURG TRUMANSBURG NY 14886,42.539888,-76.6551386,2022-07-08 17:14:53,2022-07-08 17:14:53,Traffic Offense,7,17,17:14:53,62093
3703,Traffic Offense,17:44:54 07/08/22 - 17:44:54 07/08/22,17:44:54,  Traffic stop.,AIKEN RD & PODUNK RD; T ENFIELD TRUMANSBURG NY 14886,42.46456,-76.6507929,2022-07-08 17:44:54,2022-07-08 17:44:54,Traffic Offense,7,17,17:44:54,63894
3704,Traffic Offense,04:23:42 07/09/22 - 04:23:42 07/09/22,04:23:42,  Traffic stop.,DRYDEN RD; MIRABITO; T DRYDEN FREEVILLE NY 13068,42.5173595,-76.4036654,2022-07-09 04:23:42,2022-07-09 04:23:42,Traffic Offense,7,4,04:23:42,15822
3705,Traffic Offense,14:00:34 07/09/22 - 14:00:34 07/09/22,14:00:34,  Traffic stop.,BOSTWICK RD & ENFIELD MAIN RD; T ENFIELD ITHACA NY 14850,42.4214563,-76.6294578,2022-07-09 14:00:34,2022-07-09 14:00:34,Traffic Offense,7,14,14:00:34,50434
3706,Traffic Cmplnt,19:06:33 07/09/22 - 19:12:47 07/09/22,19:06:33,  Traffic complaint.,ELMIRA RD; T NEWFIELD NEWFIELD NY 14867,42.3545699,-76.605648,2022-07-09 19:06:33,2022-07-09 19:12:47,Traffic Complaint,7,19,19:06:33,68793
3707,Traffic Offense,19:12:51 07/09/22 - 19:12:51 07/09/22,19:12:51,  traffic stop,BUCK RD & SCOFIELD RD; T GROTON; T LANSING GROTON NY 13073,42.5603586,-76.45499559999999,2022-07-09 19:12:51,2022-07-09 19:12:51,Traffic Offense,7,19,19:12:51,69171
3708,Traffic Cmplnt,20:03:02 07/09/22 - 20:03:02 07/09/22,20:03:02,  Deputy assisted a citizen.,STATE ROUTE 13 S & WARREN RD; V LANSING ITHACA NY 14850,42.4823694,-76.467225,2022-07-09 20:03:02,2022-07-09 20:03:02,Traffic Complaint,7,20,20:03:02,72182
3709,Traffic Cmplnt,20:03:02 07/09/22 - 20:03:02 07/09/22,20:03:02,  Deputy assisted a citizen.,STATE ROUTE 13 S & WARREN RD; V LANSING ITHACA NY 14850,42.4823694,-76.467225,2022-07-09 20:03:02,2022-07-09 20:03:02,Traffic Complaint,7,20,20:03:02,72182
3710,Traffic Offense,00:03:30 07/10/22 - 00:03:30 07/10/22,00:03:30,  Traffic Stop,ELMIRA RD & SAND BANK RD; T ITHACA ITHACA NY 14850,42.4170384,-76.525069,2022-07-10 00:03:30,2022-07-10 00:03:30,Traffic Offense,7,0,00:03:30,210
3711,Traffic Offense,00:04:49 07/10/22 - 00:04:49 07/10/22,00:04:49,  Traffic Stop,GROTON RD & WEST DRYDEN RD; V FREEVILLE FREEVILLE NY 13068,42.5187529,-76.3547083,2022-07-10 00:04:49,2022-07-10 00:04:49,Traffic Offense,7,0,00:04:49,289
3712,Traffic Offense,00:27:19 07/10/22 - 00:27:19 07/10/22,00:27:19,  Deputy initiated a traffic stop for erratic operation.,N TRIPHAMMER RD; T LANSING LANSING NY 14882,42.5320805,-76.4922323,2022-07-10 00:27:19,2022-07-10 00:27:19,Traffic Offense,7,0,00:27:19,1639
3713,Traffic Offense,01:20:50 07/10/22 - 01:20:50 07/10/22,01:20:50,  Traffic Stop,ELMIRA RD & ENFIELD FALLS RD; T ITHACA ITHACA NY 14850,42.4041478,-76.5461474,2022-07-10 01:20:50,2022-07-10 01:20:50,Traffic Offense,7,1,01:20:50,4850
3714,Traffic Offense,03:27:51 07/10/22 - 03:27:51 07/10/22,03:27:51,  Traffic Stop,MILLARD HILL RD & VAN OSTRAND RD; T NEWFIELD NEWFIELD NY 14867,42.3911463,-76.56402380000002,2022-07-10 03:27:51,2022-07-10 03:27:51,Traffic Offense,7,3,03:27:51,12471
3715,Traffic Offense,03:54:26 07/10/22 - 03:54:26 07/10/22,03:54:26,  Traffic Stop,ELMIRA RD & SAND BANK RD; T ITHACA ITHACA NY 14850,42.4170384,-76.525069,2022-07-10 03:54:26,2022-07-10 03:54:26,Traffic Offense,7,3,03:54:26,14066
3716,Traffic Offense,04:21:28 07/10/22 - 04:21:28 07/10/22,04:21:28,  Traffic Stop,ELMIRA RD & ENFIELD FALLS RD; T ITHACA ITHACA NY 14850,42.4041478,-76.5461474,2022-07-10 04:21:28,2022-07-10 04:21:28,Traffic Offense,7,4,04:21:28,15688
3717,Traffic Offense,08:43:26 07/10/22 - 08:43:26 07/10/22,08:43:26,  Traffic stop.,FIVE MILE DR & BOSTWICK RD; T ITHACA ITHACA NY 14850,42.4224419,-76.5291647,2022-07-10 08:43:26,2022-07-10 08:43:26,Traffic Offense,7,8,08:43:26,31406
3718,Traffic Offense,08:54:26 07/10/22 - 08:54:26 07/10/22,08:54:26,  Traffic stop.,W DANBY RD & ELMIRA RD; T ITHACA NEWFIELD NY 14867,42.3984266,-76.54613429999999,2022-07-10 08:54:26,2022-07-10 08:54:26,Traffic Offense,7,8,08:54:26,32066
3719,Traffic Offense,11:44:14 07/10/22 - 11:44:14 07/10/22,11:44:14,  Traffic stop.,TRUMBULLS CORNERS RD & ELMIRA RD; T NEWFIELD NEWFIELD NY 14867,42.3850132,-76.6326883,2022-07-10 11:44:14,2022-07-10 11:44:14,Traffic Offense,7,11,11:44:14,42254
3720,Traffic Offense,11:44:14 07/10/22 - 11:44:14 07/10/22,11:44:14,  Traffic stop.,TRUMBULLS CORNERS RD & ELMIRA RD; T NEWFIELD NEWFIELD NY 14867,42.3850132,-76.6326883,2022-07-10 11:44:14,2022-07-10 11:44:14,Traffic Offense,7,11,11:44:14,42254
3721,Traffic Offense,11:44:14 07/10/22 - 11:44:14 07/10/22,11:44:14,  Traffic stop.,TRUMBULLS CORNERS RD & ELMIRA RD; T NEWFIELD NEWFIELD NY 14867,42.3850132,-76.6326883,2022-07-10 11:44:14,2022-07-10 11:44:14,Traffic Offense,7,11,11:44:14,42254
3722,Traffic Offense,11:44:14 07/10/22 - 11:44:14 07/10/22,11:44:14,  Traffic stop.,TRUMBULLS CORNERS RD & ELMIRA RD; T NEWFIELD NEWFIELD NY 14867,42.3850132,-76.6326883,2022-07-10 11:44:14,2022-07-10 11:44:14,Traffic Offense,7,11,11:44:14,42254
3723,Traffic Offense,11:44:14 07/10/22 - 11:44:14 07/10/22,11:44:14,  Traffic stop.,TRUMBULLS CORNERS RD & ELMIRA RD; T NEWFIELD NEWFIELD NY 14867,42.3850132,-76.6326883,2022-07-10 11:44:14,2022-07-10 11:44:14,Traffic Offense,7,11,11:44:14,42254
3724,Traffic Offense,11:44:14 07/10/22 - 11:44:14 07/10/22,11:44:14,  Traffic stop.,TRUMBULLS CORNERS RD & ELMIRA RD; T NEWFIELD NEWFIELD NY 14867,42.3850132,-76.6326883,2022-07-10 11:44:14,2022-07-10 11:44:14,Traffic Offense,7,11,11:44:14,42254
3725,Traffic Offense,11:44:14 07/10/22 - 11:44:14 07/10/22,11:44:14,  Traffic stop.,TRUMBULLS CORNERS RD & ELMIRA RD; T NEWFIELD NEWFIELD NY 14867,42.3850132,-76.6326883,2022-07-10 11:44:14,2022-07-10 11:44:14,Traffic Offense,7,11,11:44:14,42254
3726,Traffic Offense,11:44:14 07/10/22 - 11:44:14 07/10/22,11:44:14,  Traffic stop.,TRUMBULLS CORNERS RD & ELMIRA RD; T NEWFIELD NEWFIELD NY 14867,42.3850132,-76.6326883,2022-07-10 11:44:14,2022-07-10 11:44:14,Traffic Offense,7,11,11:44:14,42254
3727,Traffic Offense,11:44:14 07/10/22 - 11:44:14 07/10/22,11:44:14,  Traffic stop.,TRUMBULLS CORNERS RD & ELMIRA RD; T NEWFIELD NEWFIELD NY 14867,42.3850132,-76.6326883,2022-07-10 11:44:14,2022-07-10 11:44:14,Traffic Offense,7,11,11:44:14,42254
3728,Traffic Offense,11:44:14 07/10/22 - 11:44:14 07/10/22,11:44:14,  Traffic stop.,TRUMBULLS CORNERS RD & ELMIRA RD; T NEWFIELD NEWFIELD NY 14867,42.3850132,-76.6326883,2022-07-10 11:44:14,2022-07-10 11:44:14,Traffic Offense,7,11,11:44:14,42254
3729,Traffic Offense,13:41:20 07/10/22 - 13:41:20 07/10/22,13:41:20,  Traffic stop.,HALSEYVILLE RD & MECKLENBURG RD; T ENFIELD ITHACA NY 14850,42.4509799,-76.6311308,2022-07-10 13:41:20,2022-07-10 13:41:20,Traffic Offense,7,13,13:41:20,49280
3730,Traffic Offense,14:30:20 07/10/22 - 14:30:20 07/10/22,14:30:20,  Traffic stop.,PERRY CITY RD & PINE RIDGE RD; T ULYSSES TRUMANSBURG NY 14886,42.4937279,-76.65751379999999,2022-07-10 14:30:20,2022-07-10 14:30:20,Traffic Offense,7,14,14:30:20,52220
3731,Traffic Offense,14:30:20 07/10/22 - 14:30:20 07/10/22,14:30:20,  Traffic stop.,PERRY CITY RD & PINE RIDGE RD; T ULYSSES TRUMANSBURG NY 14886,42.4937279,-76.65751379999999,2022-07-10 14:30:20,2022-07-10 14:30:20,Traffic Offense,7,14,14:30:20,52220
3732,Traffic Offense,14:30:20 07/10/22 - 14:30:20 07/10/22,14:30:20,  Traffic stop.,PERRY CITY RD & PINE RIDGE RD; T ULYSSES TRUMANSBURG NY 14886,42.4937279,-76.65751379999999,2022-07-10 14:30:20,2022-07-10 14:30:20,Traffic Offense,7,14,14:30:20,52220
3733,Traffic Offense,14:30:20 07/10/22 - 14:30:20 07/10/22,14:30:20,  Traffic stop.,PERRY CITY RD & PINE RIDGE RD; T ULYSSES TRUMANSBURG NY 14886,42.4937279,-76.65751379999999,2022-07-10 14:30:20,2022-07-10 14:30:20,Traffic Offense,7,14,14:30:20,52220
3734,Traffic Offense,14:30:20 07/10/22 - 14:30:20 07/10/22,14:30:20,  Traffic stop.,PERRY CITY RD & PINE RIDGE RD; T ULYSSES TRUMANSBURG NY 14886,42.4937279,-76.65751379999999,2022-07-10 14:30:20,2022-07-10 14:30:20,Traffic Offense,7,14,14:30:20,52220
3735,Traffic Offense,18:11:51 07/10/22 - 18:11:51 07/10/22,18:11:51,  Traffic stop.,TRUMANSBURG RD & HAYTS RD; T ITHACA ITHACA NY 14850,42.468233,-76.5422748,2022-07-10 18:11:51,2022-07-10 18:11:51,Traffic Offense,7,18,18:11:51,65511
3736,Traffic Offense,18:41:05 07/10/22 - 18:41:05 07/10/22,18:41:05,  Traffic stop.,MECKLENBURG RD & N APPLEGATE RD; T ENFIELD ITHACA NY 14850,42.4515725,-76.6113907,2022-07-10 18:41:05,2022-07-10 18:41:05,Traffic Offense,7,18,18:41:05,67265
3737,Traffic Offense,00:20:26 07/11/22 - 00:20:26 07/11/22,00:20:26,  Traffic Stop,HAYTS RD & SHEFFIELD RD; T ITHACA; T ENFIELD ITHACA NY 14850,42.46687,-76.572311,2022-07-11 00:20:26,2022-07-11 00:20:26,Traffic Offense,7,0,00:20:26,1226
3738,Traffic Offense,02:12:35 07/11/22 - 02:12:35 07/11/22,02:12:35,  Traffic Stop,TRUMANSBURG RD & PERRY CITY RD; T ULYSSES TRUMANSBURG NY 14886,42.49578899999999,-76.59603539999999,2022-07-11 02:12:35,2022-07-11 02:12:35,Traffic Offense,7,2,02:12:35,7955
3739,Traffic Offense,04:30:40 07/11/22 - 04:30:40 07/11/22,04:30:40,  Traffic Stop,COLD SPRINGS RD & TRUMANSBURG RD; T ULYSSES TRUMANSBURG NY 14886,42.514629,-76.6222109,2022-07-11 04:30:40,2022-07-11 04:30:40,Traffic Offense,7,4,04:30:40,16240
3740,Traffic Offense,06:30:20 07/11/22 - 06:30:20 07/11/22,06:30:20,  Traffic stop.,ELMIRA RD; EDDYDALE FARM STAND; T ITHACA ITHACA NY 14850,42.362536,-76.5957859,2022-07-11 06:30:20,2022-07-11 06:30:20,Traffic Offense,7,6,06:30:20,23420
3741,Traffic Offense,10:39:45 07/11/22 - 10:39:45 07/11/22,10:39:45,  Traffic stop.,N TRIPHAMMER RD & SHARON DR; T LANSING LANSING NY 14882,42.5324399,-76.4922544,2022-07-11 10:39:45,2022-07-11 10:39:45,Traffic Offense,7,10,10:39:45,38385
3742,Traffic Cmplnt,11:51:11 07/11/22 - 11:53:35 07/11/22,11:51:11,  Traffic complaint.,PERUVILLE RD & SALT RD; T GROTON FREEVILLE NY 13068,42.5490674,-76.3227965,2022-07-11 11:51:11,2022-07-11 11:53:35,Traffic Complaint,7,11,11:51:11,42671
3743,Traffic Cmplnt,14:07:05 07/11/22 - **:**:** **/**/**,14:07:05,  Traffic Complaint.,E KING RD & CODDINGTON RD; T ITHACA ITHACA NY 14850,42.40401,-76.464356,2022-07-11 14:07:05,,Traffic Complaint,7,14,14:07:05,50825
3744,Traffic Cmplnt,14:51:06 07/11/22 - 14:51:53 07/11/22,14:51:06,  Traffic complaint.,STATE ROUTE 13 N & CAYUGA HEIGHTS RD; V LANSING ITHACA NY 14850,42.3964701,-76.5460386,2022-07-11 14:51:06,2022-07-11 14:51:53,Traffic Complaint,7,14,14:51:06,53466
3745,Traffic Offense,16:51:37 07/11/22 - 16:51:37 07/11/22,16:51:37,  Traffic Offense.,W DANBY RD & BROWN RD; T NEWFIELD NEWFIELD NY 14867,42.346907,-76.540769,2022-07-11 16:51:37,2022-07-11 16:51:37,Traffic Offense,7,16,16:51:37,60697
3746,Traffic Cmplnt,17:33:38 07/11/22 - 17:35:47 07/11/22,17:33:38,  Traffic Complaint.,TRUMANSBURG RD & HARRIS B DATES DR; T ITHACA ITHACA NY 14850,42.4706755,-76.539689,2022-07-11 17:33:38,2022-07-11 17:35:47,Traffic Complaint,7,17,17:33:38,63218
3747,Traffic Offense,18:44:34 07/11/22 - 18:44:34 07/11/22,18:44:34,  Traffic Stop,PERUVILLE RD; MIRABITO; T LANSING LANSING NY 14882,42.538846,-76.481776,2022-07-11 18:44:34,2022-07-11 18:44:34,Traffic Offense,7,18,18:44:34,67474
3748,Traffic Cmplnt,21:06:26 07/11/22 - 21:06:26 07/11/22,21:06:28,  Traffic Complaint.,STATE ROUTE 13 & DEY ST; C ITHACA ITHACA NY 14850,42.45160389999999,-76.5034177,2022-07-11 21:06:26,2022-07-11 21:06:26,Traffic Complaint,7,21,21:06:26,75986
3749,Traffic Offense,21:12:15 07/11/22 - 21:12:15 07/11/22,21:12:15,  Traffic offense.,DRYDEN RD & PINCKNEY RD; T DRYDEN ITHACA NY 14850,42.4702146,-76.4042387,2022-07-11 21:12:15,2022-07-11 21:12:15,Traffic Offense,7,21,21:12:15,76335
3750,Traffic Offense,21:20:07 07/11/22 - 21:20:07 07/11/22,21:20:07,  Traffic offense.,DRYDEN RD; MIRABITO; T DRYDEN FREEVILLE NY 13068,42.5173595,-76.4036654,2022-07-11 21:20:07,2022-07-11 21:20:07,Traffic Offense,7,21,21:20:07,76807
3751,Traffic Offense,00:43:57 07/12/22 - 00:43:57 07/12/22,00:43:57,  Traffic Stop,ELMIRA RD & MAZOUREK RD; T NEWFIELD NEWFIELD NY 14867,42.3289169,-76.6461169,2022-07-12 00:43:57,2022-07-12 00:43:57,Traffic Offense,7,0,00:43:57,2637
3752,Traffic Offense,01:42:59 07/12/22 - 01:42:59 07/12/22,01:42:59,  TCSO initiated a Traffic Stop.,STATE ROUTE 13 N & WARREN RD; V LANSING ITHACA NY 14850,42.4823694,-76.467225,2022-07-12 01:42:59,2022-07-12 01:42:59,Traffic Offense,7,1,01:42:59,6179
3753,Traffic Offense,02:01:02 07/12/22 - 02:01:02 07/12/22,02:01:02,  Traffic Stop,DANBY RD & NELSON RD; T DANBY ITHACA NY 14850,42.3903762,-76.4958147,2022-07-12 02:01:02,2022-07-12 02:01:02,Traffic Offense,7,2,02:01:02,7262
3754,Traffic Cmplnt,10:58:06 07/12/22 - 10:58:06 07/12/22,10:58:06,  TCSO assisted Citizen.,STATE ROUTE 13 S; V LANSING ITHACA NY 14850,42.3964701,-76.5460386,2022-07-12 10:58:06,2022-07-12 10:58:06,Traffic Complaint,7,10,10:58:06,39486
3755,Traffic Offense,16:27:27 07/12/22 - 16:27:27 07/12/22,16:27:27,  Traffic Stop,CINEMA DR; HOMEWOOD SUITES; V LANSING ITHACA NY 14850,42.4798363,-76.4784257,2022-07-12 16:27:27,2022-07-12 16:27:27,Traffic Offense,7,16,16:27:27,59247
3756,Traffic Offense,17:35:44 07/12/22 - 17:35:44 07/12/22,17:35:44,  Traffic Offense.,MECKLENBURG RD & SCHABER DR; T ENFIELD ITHACA NY 14850,42.4511188,-76.6261615,2022-07-12 17:35:44,2022-07-12 17:35:44,Traffic Offense,7,17,17:35:44,63344
3757,Traffic Cmplnt,19:38:31 07/12/22 - 19:39:11 07/12/22,19:38:31,  Traffic Complaint,STATE ROUTE 13 N & CAYUGA HEIGHTS RD; V LANSING ITHACA NY 14850,42.3964701,-76.5460386,2022-07-12 19:38:31,2022-07-12 19:39:11,Traffic Complaint,7,19,19:38:31,70711
3758,Traffic Offense,21:26:27 07/12/22 - 21:26:27 07/12/22,21:26:27,  Traffic stop.,STATE ROUTE 13 N & WARREN RD; V LANSING ITHACA NY 14850,42.4823694,-76.467225,2022-07-12 21:26:27,2022-07-12 21:26:27,Traffic Offense,7,21,21:26:27,77187
3759,Traffic Offense,21:38:49 07/12/22 - 21:38:49 07/12/22,21:38:49,  Traffic stop.,WARREN RD & UPTOWN RD; V LANSING; T ITHACA ITHACA NY 14850,42.4786222,-76.4670763,2022-07-12 21:38:49,2022-07-12 21:38:49,Traffic Offense,7,21,21:38:49,77929
3760,Traffic Cmplnt,00:21:02 07/13/22 - 00:21:02 07/13/22,00:21:02,  Traffic Complaint,DRYDEN RD & TOWER RD; T ITHACA CORNELL UNIV NY 14853,42.4449745,-76.46498799999999,2022-07-13 00:21:02,2022-07-13 00:21:02,Traffic Complaint,7,0,00:21:02,1262
3761,Traffic Cmplnt,03:53:57 07/13/22 - 03:56:25 07/13/22,03:53:57,  Traffic Complaint,BLOCK BONE PLAIN RD; T DRYDEN FREEVILLE NY 13068,42.530961,-76.4146204,2022-07-13 03:53:57,2022-07-13 03:56:25,Traffic Complaint,7,3,03:53:57,14037
3762,Traffic Cmplnt,08:47:03 07/13/22 - 08:50:13 07/13/22,08:47:03,  Traffic Complaint.,CORTLAND RD & CHAMPLIN RD; T GROTON GROTON NY 13073,42.5931565,-76.2951551,2022-07-13 08:47:03,2022-07-13 08:50:13,Traffic Complaint,7,8,08:47:03,31623
3763,Traffic Cmplnt,10:19:05 07/13/22 - 10:19:49 07/13/22,10:19:05,  Jack was removed from the roadway.,STATE ROUTE 13 S & WARREN RD; V LANSING ITHACA NY 14850,42.4823694,-76.467225,2022-07-13 10:19:05,2022-07-13 10:19:49,Traffic Complaint,7,10,10:19:05,37145
3764,Traffic Offense,17:06:06 07/13/22 - 17:06:06 07/13/22,17:06:06,  Traffic stop.,DRYDEN RD & KIRK RD; T DRYDEN FREEVILLE NY 13068,42.4807355,-76.3736639,2022-07-13 17:06:06,2022-07-13 17:06:06,Traffic Offense,7,17,17:06:06,61566
3765,Traffic Cmplnt,19:34:07 07/13/22 - 19:35:28 07/13/22,19:34:07,  Traffic complaint,WARREN RD & VILLAGE CIR; T LANSING ITHACA NY 14850,42.511404,-76.4719707,2022-07-13 19:34:07,2022-07-13 19:35:28,Traffic Complaint,7,19,19:34:07,70447
3766,Traffic Offense,01:36:04 07/14/22 - 01:36:04 07/14/22,01:36:04,  Traffic Stop,STATE ROUTE 13 & BROWN RD; V LANSING ITHACA NY 14850,42.482845,-76.4548329,2022-07-14 01:36:04,2022-07-14 01:36:04,Traffic Offense,7,1,01:36:04,5764
3767,Traffic Offense,03:09:51 07/14/22 - 03:09:51 07/14/22,03:09:51,  Traffic stop.,ELMIRA RD; ITHACA RECREATION SPORTS INC; T NEWFIELD NEWFIELD NY 14867,42.3545699,-76.605648,2022-07-14 03:09:51,2022-07-14 03:09:51,Traffic Offense,7,3,03:09:51,11391
3768,Traffic Offense,04:18:10 07/14/22 - 04:18:10 07/14/22,04:18:10,  Traffic Stop,CALDWELL RD & CAMPUS RD; T ITHACA CORNELL UNIV NY 14853,42.447592,-76.461552,2022-07-14 04:18:10,2022-07-14 04:18:10,Traffic Offense,7,4,04:18:10,15490
3769,Traffic Offense,05:39:20 07/14/22 - 05:39:20 07/14/22,05:39:20,  Traffic stop.,ELMIRA RD; CHARLIES TOWING AND REPAIRING; T NEWFIELD NEWFIELD NY 14867,42.3545699,-76.605648,2022-07-14 05:39:20,2022-07-14 05:39:20,Traffic Offense,7,5,05:39:20,20360
3770,Traffic Offense,09:16:38 07/14/22 - 09:16:38 07/14/22,09:16:38,  Traffic offense.,WARREN RD; T LANSING; V LANSING; T ITHACA ITHACA NY 14850,42.487473,-76.4675177,2022-07-14 09:16:38,2022-07-14 09:16:38,Traffic Offense,7,9,09:16:38,33398
3771,Traffic Offense,01:45:49 07/15/22 - 01:45:49 07/15/22,01:45:49,  TCSO initiated a Traffic Stop.,COLLINS RD & PERUVILLE RD; T LANSING FREEVILLE NY 13068,42.5393637,-76.4649053,2022-07-15 01:45:49,2022-07-15 01:45:49,Traffic Offense,7,1,01:45:49,6349
3772,Traffic Cmplnt,22:32:58 07/15/22 - 22:32:58 07/15/22,22:33:02,  Traffic complaint.,PERUVILLE RD & BROWN RD; T GROTON GROTON NY 13073,42.5466541,-76.42178539999999,2022-07-15 22:32:58,2022-07-15 22:32:58,Traffic Complaint,7,22,22:32:58,81178
3773,Traffic Cmplnt,22:40:39 07/15/22 - 22:45:10 07/15/22,22:40:39,  Traffic Complaint.,RIDGEWAY RD & CODDINGTON RD; T CAROLINE BROOKTONDALE NY 14817,42.3369147,-76.39757449999999,2022-07-15 22:40:39,2022-07-15 22:45:10,Traffic Complaint,7,22,22:40:39,81639
3774,Traffic Offense,08:24:36 07/16/22 - 08:24:36 07/16/22,08:24:36,  Traffic stop.,N MEADOW ST & W COURT ST; C ITHACA ITHACA NY 14850,42.44232600000001,-76.50849029999999,2022-07-16 08:24:36,2022-07-16 08:24:36,Traffic Offense,7,8,08:24:36,30276
3775,Traffic Offense,08:24:36 07/16/22 - 08:24:36 07/16/22,08:24:36,  Traffic stop.,N MEADOW ST & W COURT ST; C ITHACA ITHACA NY 14850,42.44232600000001,-76.50849029999999,2022-07-16 08:24:36,2022-07-16 08:24:36,Traffic Offense,7,8,08:24:36,30276
3776,Traffic Offense,08:24:36 07/16/22 - 08:24:36 07/16/22,08:24:36,  Traffic stop.,N MEADOW ST & W COURT ST; C ITHACA ITHACA NY 14850,42.44232600000001,-76.50849029999999,2022-07-16 08:24:36,2022-07-16 08:24:36,Traffic Offense,7,8,08:24:36,30276
3777,Traffic Offense,08:24:36 07/16/22 - 08:24:36 07/16/22,08:24:36,  Traffic stop.,N MEADOW ST & W COURT ST; C ITHACA ITHACA NY 14850,42.44232600000001,-76.50849029999999,2022-07-16 08:24:36,2022-07-16 08:24:36,Traffic Offense,7,8,08:24:36,30276
3778,Traffic Offense,08:45:08 07/16/22 - 08:45:08 07/16/22,08:45:08,  Traffic stop.,EAST SHORE DR; LANSING DOLLAR GENERAL; T LANSING LANSING NY 14882,42.5295934,-76.500964,2022-07-16 08:45:08,2022-07-16 08:45:08,Traffic Offense,7,8,08:45:08,31508
3779,Traffic Cmplnt,21:52:35 07/16/22 - 21:55:37 07/16/22,21:52:35,  Traffic complaint.,STATE ROUTE 13 N & WARREN RD; V LANSING ITHACA NY 14850,42.4823694,-76.467225,2022-07-16 21:52:35,2022-07-16 21:55:37,Traffic Complaint,7,21,21:52:35,78755
3780,Traffic Offense,02:28:11 07/17/22 - 02:28:11 07/17/22,02:28:11,  Traffic Stop,HANSHAW RD & LAKE COUNTRY AVE; T DRYDEN ITHACA NY 14850,42.4831295,-76.431196,2022-07-17 02:28:11,2022-07-17 02:28:11,Traffic Offense,7,2,02:28:11,8891
3781,Traffic Offense,09:54:24 07/17/22 - 09:54:24 07/17/22,09:54:24,  Traffic stop.,S APPLEGATE RD; T ENFIELD ITHACA NY 14850,42.4368458,-76.6106001,2022-07-17 09:54:24,2022-07-17 09:54:24,Traffic Offense,7,9,09:54:24,35664
3782,Traffic Offense,09:54:24 07/17/22 - 09:54:24 07/17/22,09:54:24,  Traffic stop.,S APPLEGATE RD; T ENFIELD ITHACA NY 14850,42.4368458,-76.6106001,2022-07-17 09:54:24,2022-07-17 09:54:24,Traffic Offense,7,9,09:54:24,35664
3783,Traffic Offense,09:54:24 07/17/22 - 09:54:24 07/17/22,09:54:24,  Traffic stop.,S APPLEGATE RD; T ENFIELD ITHACA NY 14850,42.4368458,-76.6106001,2022-07-17 09:54:24,2022-07-17 09:54:24,Traffic Offense,7,9,09:54:24,35664
3784,Traffic Offense,11:13:12 07/17/22 - 11:13:12 07/17/22,11:13:12,  Traffic stop.,ELMIRA RD; CHARLIES TOWING AND REPAIRING; T NEWFIELD NEWFIELD NY 14867,42.3545699,-76.605648,2022-07-17 11:13:12,2022-07-17 11:13:12,Traffic Offense,7,11,11:13:12,40392
3785,Traffic Offense,11:13:12 07/17/22 - 11:13:12 07/17/22,11:13:12,  Traffic stop.,ELMIRA RD; CHARLIES TOWING AND REPAIRING; T NEWFIELD NEWFIELD NY 14867,42.3545699,-76.605648,2022-07-17 11:13:12,2022-07-17 11:13:12,Traffic Offense,7,11,11:13:12,40392
3786,Traffic Offense,18:23:23 07/17/22 - 18:23:23 07/17/22,18:23:23,  Traffic Stop,STATE ROUTE 13 N & N TRIPHAMMER RD; V LANSING ITHACA NY 14850,42.5054774,-76.490818,2022-07-17 18:23:23,2022-07-17 18:23:23,Traffic Offense,7,18,18:23:23,66203
3787,Traffic Offense,01:32:44 07/18/22 - 01:32:44 07/18/22,01:32:44,  Traffic stop.,ELMIRA RD; EDDYDALE FARM STAND; T ITHACA ITHACA NY 14850,42.362536,-76.5957859,2022-07-18 01:32:44,2022-07-18 01:32:44,Traffic Offense,7,1,01:32:44,5564
3788,Traffic Offense,08:36:42 07/18/22 - 08:36:42 07/18/22,08:36:42,  Traffic Offense.,EAST SHORE DR & BURDICK HILL RD; V LANSING ITHACA NY 14850,42.4978646,-76.5097833,2022-07-18 08:36:42,2022-07-18 08:36:42,Traffic Offense,7,8,08:36:42,31002
3789,Traffic Cmplnt,11:38:43 07/18/22 - 11:40:31 07/18/22,11:38:43,  Traffic Complaint.,STATE ROUTE 13 S; ROUTE 13 AT STEWART PARK; T ITHACA ITHACA NY 14850,42.3964701,-76.5460386,2022-07-18 11:38:43,2022-07-18 11:40:31,Traffic Complaint,7,11,11:38:43,41923
